"HCDBcaseId","caseNumber","caseName","representative_side","rep_number","RepGeneral","RepSpecific","Name","Title","Status1","Status2","Status2State","Gender","Role","Notes"
2012045,"S49/2011","Plaintiff S49/2011 v Minister for Immigration and Citizenship","Appellant",1,"Appellant/applicant/plaintiff/petitioner","All plaintiffs","SB Lloyd","Mr","SC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2012045,"S49/2011","Plaintiff S49/2011 v Minister for Immigration and Citizenship","Appellant",2,"Appellant/applicant/plaintiff/petitioner","All plaintiffs","SEJ Prince","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Speaker - Major",NA
2012045,"S49/2011","Plaintiff S49/2011 v Minister for Immigration and Citizenship","Appellant",3,"Appellant/applicant/plaintiff/petitioner","All plaintiffs","GJD Del Villar","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2012045,"S49/2011","Plaintiff S49/2011 v Minister for Immigration and Citizenship","Appellant",4,"Appellant/applicant/plaintiff/petitioner","All plaintiffs","JB King","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2012045,"S49/2011","Plaintiff S49/2011 v Minister for Immigration and Citizenship","Intervener",1,"Intervener","Intervener, AG (SA)","MG Hinton","Mr","QC","Yes solicitor general",6,"Male","Speaker - Major",NA
2012045,"S49/2011","Plaintiff S49/2011 v Minister for Immigration and Citizenship","Intervener",2,"Intervener","Intervener, AG (SA)","C Jacobi","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2012045,"S49/2011","Plaintiff S49/2011 v Minister for Immigration and Citizenship","Respondent",1,"Respondent/defendant","All defendants","SJ Gageler","Mr","SC","Yes solicitor general",1,"Male","Speaker - Major",NA
2012045,"S49/2011","Plaintiff S49/2011 v Minister for Immigration and Citizenship","Respondent",2,"Respondent/defendant","All defendants","GR Kennett","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Speaker - Major",NA
2012045,"S49/2011","Plaintiff S49/2011 v Minister for Immigration and Citizenship","Respondent",3,"Respondent/defendant","All defendants","AM Mitchelmore","Ms","Barrister or solicitor","No, not solicitor general",NA,"Female","Appearance (non-speaker)",NA
2012046,"S51/2011","Plaintiff S51/2011 v Minister for Immigration and Citizenship","Appellant",1,"Appellant/applicant/plaintiff/petitioner","All plaintiffs","SB Lloyd","Mr","SC","No, not solicitor general",NA,"Male","Speaker - Major",NA
2012046,"S51/2011","Plaintiff S51/2011 v Minister for Immigration and Citizenship","Appellant",2,"Appellant/applicant/plaintiff/petitioner","All plaintiffs","SEJ Prince","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Speaker - Major",NA
2012046,"S51/2011","Plaintiff S51/2011 v Minister for Immigration and Citizenship","Appellant",3,"Appellant/applicant/plaintiff/petitioner","All plaintiffs","GJD Del Villar","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2012046,"S51/2011","Plaintiff S51/2011 v Minister for Immigration and Citizenship","Appellant",4,"Appellant/applicant/plaintiff/petitioner","All plaintiffs","JB King","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2012046,"S51/2011","Plaintiff S51/2011 v Minister for Immigration and Citizenship","Intervener",1,"Intervener","Intervener, AG (SA)","MG Hinton","Mr","QC","Yes solicitor general",6,"Male","Speaker - Major",NA
2012046,"S51/2011","Plaintiff S51/2011 v Minister for Immigration and Citizenship","Intervener",2,"Intervener","Intervener, AG (SA)","C Jacobi","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
2012046,"S51/2011","Plaintiff S51/2011 v Minister for Immigration and Citizenship","Respondent",1,"Respondent/defendant","All defendants","SJ Gageler","Mr","SC","Yes solicitor general",1,"Male","Speaker - Major",NA
2012046,"S51/2011","Plaintiff S51/2011 v Minister for Immigration and Citizenship","Respondent",2,"Respondent/defendant","All defendants","GR Kennett","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Speaker - Major",NA
2012046,"S51/2011","Plaintiff S51/2011 v Minister for Immigration and Citizenship","Respondent",3,"Respondent/defendant","All defendants","AM Mitchelmore","Ms","Barrister or solicitor","No, not solicitor general",NA,"Female","Appearance (non-speaker)",NA
2012047,"M128/2011","Board of Bendigo Regional Institute of Technical and Further Education v Barclay","Appellant",1,"Appellant/applicant/plaintiff/petitioner","Appellant","JL Bourke","Mr","SC","No, not solicitor general",NA,"Male","Speaker - Major",NA
